Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F)
5,Shafter,San Joaquin Valley,7/17/2021,198,0.3,0,689,14.3,101.8,65.3,84.2,60,17,36,54.1,4.1,97.7,
5,Shafter,San Joaquin Valley,7/18/2021,199,0.22,0,444,15.4,99.1,69,83.8,55,22,39,56.1,4.2,101.8,
5,Shafter,San Joaquin Valley,7/19/2021,200,0.32,0,685,13.3,105.9,72.4,88,54,17,29,52.2,4.5,109,
5,Shafter,San Joaquin Valley,7/20/2021,201,0.32,0,699,15.5,104.4,70.8,87.8,62,17,35,56.4,5,118.9,
5,Shafter,San Joaquin Valley,7/21/2021,202,0.3,0,703,14.1,100.7,66.6,84.4,65,14,35,53.6,4.2,100.2,
5,Shafter,San Joaquin Valley,7/22/2021,203,0.31,0,659,12.9,101.9,66.8,84.9,67,13,31,51.3,4.2,101.8,
5,Shafter,San Joaquin Valley,7/23/2021,204,0.33,0,695,12.7,103.7,67.4,86.6,60,13,29,50.9,5.5,131.5,
5,Shafter,San Joaquin Valley,7/24/2021,205,0.32,0,687,12.1,102.5,69.1,86.8,43,17,28,49.6,4.7,113.1,
5,Shafter,San Joaquin Valley,7/25/2021,206,0.32,0,666,12.1,103.7,70.3,86.5,49,16,28,49.7,5.2,124.9,
5,Shafter,San Joaquin Valley,7/26/2021,207,0.16,0.08,226,17.6,91.4,71.5,78.7,94,21,52,59.9,3.3,79.4,
5,Shafter,San Joaquin Valley,7/27/2021,208,0.29,0,678,20.6,103.8,66.7,84.2,96,28,51,64.3,4.5,108.3,89.8
5,Shafter,San Joaquin Valley,7/28/2021,209,0.31,0,683,16.4,105.3,70.3,86.6,66,24,38,57.9,4.9,116.9,91
5,Shafter,San Joaquin Valley,7/29/2021,210,0.32,0,669,17.9,106,71.4,88.9,62,20,38,60.3,4.7,113,
5,Shafter,San Joaquin Valley,7/30/2021,211,0.33,0,650,18.6,105.9,76.2,91.7,60,21,37,61.4,5.8,139.8,
5,Shafter,San Joaquin Valley,7/31/2021,212,0.33,0,663,19.4,108.9,,94.8,49,17,,,5.8,139.4,
5,Shafter,San Joaquin Valley,8/1/2021,213,0.34,0,693,17.1,114.1,71,93.1,52,17,,,5.9,140.6,
6,Davis,Sacramento Valley,7/1/2021,182,0.27,0,711,16.1,87.5,57.8,70.6,94,39,63,57.4,5.8,138.4,72.5
6,Davis,Sacramento Valley,7/2/2021,183,0.27,0,707,16,91.4,55.6,72.1,96,30,60,57.2,5.3,126.4,73.1
6,Davis,Sacramento Valley,7/3/2021,184,0.27,0,677,15.3,91.2,56.1,71.9,94,28,57,55.9,5.3,126.2,72.9
6,Davis,Sacramento Valley,7/4/2021,185,0.28,0,706,15.2,91.5,57,72.8,92,32,55,55.9,5.5,131.2,72.9
6,Davis,Sacramento Valley,7/5/2021,186,0.28,0,721,15.1,91.2,54,71,95,31,58,55.6,5.6,135.4,72.6
6,Davis,Sacramento Valley,7/6/2021,187,0.27,0,712,14.5,89.9,53,70.2,96,34,58,54.6,5,120.7,72.7
6,Davis,Sacramento Valley,7/7/2021,188,0.27,0,725,14.4,90.8,51.4,70.9,94,32,56,54.4,4.6,110.9,72.9
6,Davis,Sacramento Valley,7/8/2021,189,0.28,0,726,13.9,99.4,53.5,76.1,96,18,45,53.4,3.9,94.5,74
6,Davis,Sacramento Valley,7/9/2021,190,0.31,0,668,13.3,105.1,59,83,84,15,35,52.2,4.5,107.4,75.4
6,Davis,Sacramento Valley,7/10/2021,191,0.31,0,682,14.7,107.8,60.5,83.9,85,15,37,54.9,4.3,102.1,76
6,Davis,Sacramento Valley,7/11/2021,192,0.29,0,704,14.8,96.2,59,75.9,83,26,49,55.1,5.2,125.7,75
6,Davis,Sacramento Valley,7/12/2021,193,0.27,0,697,14.4,89.5,55.1,69.8,92,34,58,54.4,5.4,128.7,73.5
6,Davis,Sacramento Valley,7/13/2021,194,0.27,0,700,14.1,84.9,54.7,68.2,90,38,60,53.8,6.2,150,72.3
6,Davis,Sacramento Valley,7/14/2021,195,0.29,0,707,13.6,86.3,53.2,69.9,94,30,54,52.7,6.7,160,71.3
6,Davis,Sacramento Valley,7/15/2021,196,0.26,0,697,13.8,84.2,55,67.4,85,39,60,53.2,7.2,173.6,70.5
6,Davis,Sacramento Valley,7/16/2021,197,0.26,0,706,13.9,88.8,50.3,69.1,96,27,57,53.4,4.2,100.1,71.1
6,Davis,Sacramento Valley,7/17/2021,198,0.27,0,703,14.1,94,53.5,73.7,94,22,50,53.7,4.1,99.3,72.4
6,Davis,Sacramento Valley,7/18/2021,199,0.28,0,655,14,97.6,54.7,76.3,94,18,45,53.5,5.2,124.2,72.8
6,Davis,Sacramento Valley,7/19/2021,200,0.31,0,636,12.9,96.3,64,78.3,61,16,39,51.2,6.6,158.7,71.8
6,Davis,Sacramento Valley,7/20/2021,201,0.27,0,698,14.6,91.5,55.9,72.4,90,30,54,54.6,5.5,133,71.2
6,Davis,Sacramento Valley,7/21/2021,202,0.27,0,700,13.4,94.4,56.1,72.9,83,17,49,52.4,4.6,111.4,72
6,Davis,Sacramento Valley,7/22/2021,203,0.26,0,696,13.6,92.8,54.4,71.8,84,25,51,52.8,4.7,112.4,72.5
6,Davis,Sacramento Valley,7/23/2021,204,0.28,0,695,13.2,97.3,52.3,74.3,92,16,45,51.9,4.5,108.6,72.4
6,Davis,Sacramento Valley,7/24/2021,205,0.27,0,662,14,96.6,56,75.5,91,20,47,53.6,4.6,110.1,73
6,Davis,Sacramento Valley,7/25/2021,206,0.28,0,644,13.8,97.4,56.1,75.6,93,24,46,53.1,4.9,118.4,72.6
6,Davis,Sacramento Valley,7/26/2021,207,0.22,0,489,12.7,84.1,56.9,71.3,84,32,49,51,6.3,151.1,70.5
6,Davis,Sacramento Valley,7/27/2021,208,0.26,0,509,12.7,91.6,57,75.4,90,20,42,50.8,6.9,166.2,70.8
6,Davis,Sacramento Valley,7/28/2021,209,0.28,0,616,15.2,99.2,58.8,80,89,24,44,55.8,4.9,116.8,72.4
6,Davis,Sacramento Valley,7/29/2021,210,0.27,0,629,16.5,101.4,60.1,79.4,88,24,48,58,4.4,104.5,73.2
6,Davis,Sacramento Valley,7/30/2021,211,0.28,0,636,15.4,103.2,59.8,79.3,91,19,45,56.2,5.4,130.1,73.1
6,Davis,Sacramento Valley,7/31/2021,212,0.27,0,643,14.8,93.8,56.4,74.8,91,29,50,55,5.4,129.2,72.1
6,Davis,Sacramento Valley,8/1/2021,213,0.27,0,661,14.2,93.7,56.1,74.2,94,23,49,53.9,5.1,121.3,71.9
7,Firebaugh/Telles,San Joaquin Valley,7/1/2021,182,,0,734,16,95.5,63.8,78.8,74,26,48,57.2,3.6,87.2,81.5
7,Firebaugh/Telles,San Joaquin Valley,7/2/2021,183,,0,739,16.5,96.2,63.7,79.5,76,30,48,58.1,3.8,91.6,80.3
7,Firebaugh/Telles,San Joaquin Valley,7/3/2021,184,,0,693,16,96.6,64.9,78.6,72,30,48,57.2,3.9,93.6,80.3
7,Firebaugh/Telles,San Joaquin Valley,7/4/2021,185,,0,756,14.4,95.2,62.9,78,67,27,44,54.3,3.9,93.9,80.1
7,Firebaugh/Telles,San Joaquin Valley,7/5/2021,186,,0,754,14.4,95.2,61.6,77.3,72,26,45,54.3,4,94.9,79.9
7,Firebaugh/Telles,San Joaquin Valley,7/6/2021,187,,0,757,14.9,93.2,60.5,76.9,76,32,47,55.2,4.1,97.7,79.6
7,Firebaugh/Telles,San Joaquin Valley,7/7/2021,188,,0,760,12.9,95,58,77.2,66,22,41,51.3,3.6,85.7,78.8
7,Firebaugh/Telles,San Joaquin Valley,7/8/2021,189,,0,726,13.9,101.2,63.5,82.6,61,20,36,53.3,3,71.5,79.8
7,Firebaugh/Telles,San Joaquin Valley,7/9/2021,190,,0,711,14.4,105.9,71.8,89.5,47,19,30,54.3,2.8,66.4,82.1
7,Firebaugh/Telles,San Joaquin Valley,7/10/2021,191,,0,715,14.2,107.1,65.1,90.6,57,19,29,53.9,3.2,77.2,82.8
7,Firebaugh/Telles,San Joaquin Valley,7/11/2021,192,,0,706,13.3,107.5,69,89.6,49,17,28,52.1,3.7,88.7,82.4
7,Firebaugh/Telles,San Joaquin Valley,7/12/2021,193,,0,971,16,100.2,70.9,88.6,59,26,35,57.2,4.2,100.1,81.7
7,Firebaugh/Telles,San Joaquin Valley,7/13/2021,194,,0,716,14.6,96,60.8,75.5,72,26,48,54.7,3.8,92.1,79.2
7,Firebaugh/Telles,San Joaquin Valley,7/14/2021,195,,0,709,15.1,93.9,55.9,74,89,33,53,55.6,3.5,83,74.3
7,Firebaugh/Telles,San Joaquin Valley,7/15/2021,196,,0,758,13.8,93.8,58.5,75.6,77,26,46,53.2,3.7,89,75.9
7,Firebaugh/Telles,San Joaquin Valley,7/16/2021,197,,0,744,13.2,92.9,56.5,74.3,83,26,45,51.8,3.2,76.1,76.4
7,Firebaugh/Telles,San Joaquin Valley,7/17/2021,198,,0,727,13.9,97.2,58.5,79.5,79,22,40,53.3,2.8,66.3,77.2
7,Firebaugh/Telles,San Joaquin Valley,7/18/2021,199,,0,603,14.3,98.9,62.5,82.5,73,25,38,54.1,2.6,62.2,78.1
7,Firebaugh/Telles,San Joaquin Valley,7/19/2021,200,,0,655,13.3,99.7,66,83.7,66,19,34,52.2,2.9,69.5,78.9
7,Firebaugh/Telles,San Joaquin Valley,7/20/2021,201,,0,726,11.7,99.4,66.1,82.1,56,14,31,48.8,3.7,89.2,79.4
7,Firebaugh/Telles,San Joaquin Valley,7/21/2021,202,,0,739,11.7,98.1,62,80,58,16,34,48.8,3.1,74.5,79.3
7,Firebaugh/Telles,San Joaquin Valley,7/22/2021,203,,0,731,12.5,97.7,60.7,79.7,65,17,36,50.4,3.3,78.7,78.8
7,Firebaugh/Telles,San Joaquin Valley,7/23/2021,204,,0,737,11.5,98.1,60.6,79.8,77,16,33,48.3,2.9,69.9,78.2
7,Firebaugh/Telles,San Joaquin Valley,7/24/2021,205,,0,708,12.3,98.9,60.1,81.6,58,21,34,50.1,3.2,75.7,78
7,Firebaugh/Telles,San Joaquin Valley,7/25/2021,206,,0,672,13.3,97.5,64.7,82,57,24,36,52.2,3.4,82,78.1
7,Firebaugh/Telles,San Joaquin Valley,7/26/2021,207,,0,534,11,94.7,66.3,79.9,46,22,32,47.1,3,71.5,77.4
7,Firebaugh/Telles,San Joaquin Valley,7/27/2021,208,,0,707,14.1,97.2,66.1,82.2,62,25,38,53.8,3.6,86.8,77.7
7,Firebaugh/Telles,San Joaquin Valley,7/28/2021,209,,0,726,16.1,99.6,63.5,83.2,78,26,42,57.4,3.2,76.3,78.7
7,Firebaugh/Telles,San Joaquin Valley,7/29/2021,210,,0,676,17.1,101.8,66.7,84.8,67,26,42,59.1,3,71.2,79.9
7,Firebaugh/Telles,San Joaquin Valley,7/30/2021,211,,0,672,17.1,103,72.4,86.3,55,25,40,59.1,3.4,81.1,80.4
7,Firebaugh/Telles,San Joaquin Valley,7/31/2021,212,,0,674,15,99.9,65.7,82.9,62,26,39,55.4,3.4,81.4,80.4
7,Firebaugh/Telles,San Joaquin Valley,8/1/2021,213,,0,710,13.9,98.9,63,80.1,68,25,40,53.4,3.5,83.7,79.3
12,Durham,Sacramento Valley,7/1/2021,182,0.25,0,710,19.6,90.4,60.6,73.7,96,47,69,63,2.9,69.6,74.7
12,Durham,Sacramento Valley,7/2/2021,183,0.26,0,702,19.5,96.5,60.3,77.5,96,31,61,62.8,2.4,57.3,75.7
12,Durham,Sacramento Valley,7/3/2021,184,0.26,0,705,18.7,95.1,61,78.5,96,34,56,61.5,3.1,75.3,76.3
12,Durham,Sacramento Valley,7/4/2021,185,0.26,0,702,18.1,94.8,65.4,78.5,79,37,54,60.7,3,72.1,76.7
12,Durham,Sacramento Valley,7/5/2021,186,0.27,0,723,17.5,94.6,58.2,77.3,95,35,54,59.6,3.1,74,76.5
12,Durham,Sacramento Valley,7/6/2021,187,0.25,0,712,18.2,93.3,57.9,75.6,95,40,60,60.9,2.8,67.3,76.1
12,Durham,Sacramento Valley,7/7/2021,188,0.25,0,999,19.1,95.8,66,81.7,89,29,52,62.1,2.5,61,77
12,Durham,Sacramento Valley,7/8/2021,189,0.26,0,729,18.4,99.8,58.2,77.7,96,21,57,61.2,2.1,49.3,78.2
12,Durham,Sacramento Valley,7/9/2021,190,0.27,0,706,17.3,102.9,60.1,83.5,86,21,44,59.5,2,48.4,79.6
12,Durham,Sacramento Valley,7/10/2021,191,0.28,0,692,20.8,104.8,66.1,86.3,90,23,49,64.6,2,48.4,80.5
12,Durham,Sacramento Valley,7/11/2021,192,0.29,0,713,18.1,101.2,68,85.6,74,26,43,60.7,2.6,63.2,81.1
12,Durham,Sacramento Valley,7/12/2021,193,0.26,0,725,18.7,93.4,58.8,76.5,94,37,60,61.6,2.6,62,80.3
12,Durham,Sacramento Valley,7/13/2021,194,0.25,0,706,17.5,90.7,57.9,73.9,96,41,61,59.8,3.2,76,79.4
12,Durham,Sacramento Valley,7/14/2021,195,0.25,0,717,16.7,90.1,55.7,72.9,96,37,60,58.4,2.8,67.1,78.1
12,Durham,Sacramento Valley,7/15/2021,196,0.25,0,698,16.2,88.7,56.2,72.6,94,37,59,57.6,2.8,68.2,77.6
12,Durham,Sacramento Valley,7/16/2021,197,0.24,0,692,16.4,90.8,53.7,71.7,96,33,62,57.9,2.1,50.9,77.1
12,Durham,Sacramento Valley,7/17/2021,198,0.26,0,706,15.7,94.4,56.3,75.3,95,26,53,56.7,2.2,52.2,76.9
12,Durham,Sacramento Valley,7/18/2021,199,0.27,0,693,15.6,97.7,56.8,79.1,93,25,46,56.4,2.7,64.9,76.8
12,Durham,Sacramento Valley,7/19/2021,200,0.25,0,614,15.4,94.1,64.3,80.3,76,31,44,56.2,2.8,67.6,77.4
12,Durham,Sacramento Valley,7/20/2021,201,0.26,0,710,16.1,93.7,59.4,76.7,94,26,51,57.3,3,72.6,77.3
12,Durham,Sacramento Valley,7/21/2021,202,0.24,0,705,15.9,92.7,56.8,74,93,30,55,57,2.3,56,76.8
12,Durham,Sacramento Valley,7/22/2021,203,0.25,0,702,15.1,94,54.1,74.9,93,26,51,55.6,2.4,57.9,76.8
12,Durham,Sacramento Valley,7/23/2021,204,0.25,0,671,15.5,99.7,54.5,77.2,96,20,49,56.3,2.1,49.9,76.3
12,Durham,Sacramento Valley,7/24/2021,205,0.15,0,429,17,92.4,60,74.6,90,35,58,58.8,1.6,37.7,76.2
12,Durham,Sacramento Valley,7/25/2021,206,0.24,0,623,17.2,96.5,65.3,80.2,76,32,49,59.2,2.5,59.3,76.2
12,Durham,Sacramento Valley,7/26/2021,207,0.18,0,462,13.9,83.3,65.7,75.8,63,28,46,53.3,3.3,78.5,76.5
12,Durham,Sacramento Valley,7/27/2021,208,0.12,0,301,14.3,81.9,66.3,73,69,33,51,54.1,3.3,79.5,75.6
12,Durham,Sacramento Valley,7/28/2021,209,0.24,0,606,17.9,103,65.2,80.8,78,18,50,60.4,3,71.2,75.4
12,Durham,Sacramento Valley,7/29/2021,210,0.24,0,625,20.3,100,66.5,83.9,85,29,51,64,2.4,57.2,76.6
12,Durham,Sacramento Valley,7/30/2021,211,0.24,0,576,20.3,98.5,69.5,84.1,73,32,51,63.9,2.2,53.4,77.5
12,Durham,Sacramento Valley,7/31/2021,212,0.24,0,652,16.5,93.2,69.6,80.3,60,37,47,58,1.8,44.2,77.7
12,Durham,Sacramento Valley,8/1/2021,213,0.24,0,662,17.9,97.2,61.2,78.5,87,34,54,60.3,2.5,59.8,77.2
13,Camino,Sierra Foothill,7/1/2021,182,0.32,0,712,18.8,97,80,87.8,53,27,,,5.4,129.9,71.4
13,Camino,Sierra Foothill,7/2/2021,183,0.33,0,708,17.3,102.1,77.5,87.7,51,27,39,59.4,5.5,131.8,71.5
13,Camino,Sierra Foothill,7/3/2021,184,0.3,0,643,17.9,104.6,76.8,87.1,56,26,41,60.3,5,119.7,71.6
13,Camino,Sierra Foothill,7/4/2021,185,0.3,0,683,17.3,102,76.9,86.9,55,27,40,59.4,4.4,104.7,71.7
13,Camino,Sierra Foothill,7/5/2021,186,0.32,0,713,15.6,96.8,74.4,85.8,53,26,37,56.5,5.6,133.6,71.6
13,Camino,Sierra Foothill,7/6/2021,187,0.32,0,718,16.6,97.8,76.8,86.9,52,23,38,58.2,5,120.9,71.7
13,Camino,Sierra Foothill,7/7/2021,188,0.33,0,740,15,,73.8,89.2,45,19,32,55.4,5.1,123.1,71.7
13,Camino,Sierra Foothill,7/8/2021,189,0.33,0,736,12.7,106.3,77.7,92.9,40,12,24,50.8,5.5,131.2,71.7
13,Camino,Sierra Foothill,7/9/2021,190,0.34,0,696,16.1,,,,26,13,,,5.9,142.3,72.2
13,Camino,Sierra Foothill,7/10/2021,191,0.35,0,691,19.5,,,,25,17,,,6,145.1,73
13,Camino,Sierra Foothill,7/11/2021,192,0.35,0,705,12.5,,85.2,95.5,36,10,,,6.2,147.8,73.5
13,Camino,Sierra Foothill,7/12/2021,193,0.34,0,710,12.4,114.5,85.6,96,28,10,,,5.7,137,73.5
13,Camino,Sierra Foothill,7/13/2021,194,0.35,0,702,13.2,109.4,77.3,90.5,45,17,27,52,6,144.9,73.4
13,Camino,Sierra Foothill,7/14/2021,195,0.32,0,708,10.8,98.9,68.6,82.2,45,22,29,46.5,5.5,132.6,73.2
13,Camino,Sierra Foothill,7/15/2021,196,0.31,0.01,720,10,87.9,64.7,76.1,46,21,33,44.6,6.1,145.8,72.7
13,Camino,Sierra Foothill,7/16/2021,197,0.31,0,724,8.8,88.3,63.7,76.7,44,19,28,41.1,6.4,152.7,72.4
13,Camino,Sierra Foothill,7/17/2021,198,0.32,0,719,9,93.5,66.3,80.7,38,17,25,41.7,6.1,145.3,72.2
13,Camino,Sierra Foothill,7/18/2021,199,0.32,0,665,11.7,103.1,75.2,86.9,37,16,27,48.8,5.5,133,72.4
13,Camino,Sierra Foothill,7/19/2021,200,0.31,0,625,12.8,104.9,78.2,88.4,39,17,28,51.2,5.1,123.4,72.8
13,Camino,Sierra Foothill,7/20/2021,201,0.33,0,691,13.5,96,74,86.1,49,19,32,52.6,6.1,147.3,72.8
13,Camino,Sierra Foothill,7/21/2021,202,0.32,0,711,8.9,96.9,68.4,83.1,39,13,23,41.4,5.7,136.9,72.6
13,Camino,Sierra Foothill,7/22/2021,203,0.32,0,706,8,96.1,69.1,83.1,30,11,21,38.7,5.5,132.8,72.4
13,Camino,Sierra Foothill,7/23/2021,204,0.34,0,687,9.5,97.5,75.2,87,29,13,22,43.3,6,142.8,72.4
13,Camino,Sierra Foothill,7/24/2021,205,0.32,0,637,10.7,97.8,77.7,87.3,35,12,24,46.2,5.6,134.7,72.7
13,Camino,Sierra Foothill,7/25/2021,206,0.32,0,602,10.9,99.3,76.6,87.8,35,16,24,46.9,5.8,138.2,72.9
13,Camino,Sierra Foothill,7/26/2021,207,0.28,0,536,9.5,92.9,70.6,82.5,36,16,25,43.2,4.9,117.1,72.9
13,Camino,Sierra Foothill,7/27/2021,208,0.22,0,451,12,97,68.8,81.7,46,20,33,49.4,4.6,110.1,72.6
13,Camino,Sierra Foothill,7/28/2021,209,0.31,0,601,11.4,103.9,72.3,88.6,37,16,25,48.1,6.2,147.7,72.4
13,Camino,Sierra Foothill,7/29/2021,210,0.31,0,578,16,,76.7,91.2,46,21,32,57.1,5.9,141.6,72.8
13,Camino,Sierra Foothill,7/30/2021,211,0.31,0,603,16.7,105.5,82.2,92.2,46,21,32,58.4,5.5,133,73.3
13,Camino,Sierra Foothill,7/31/2021,212,0.31,0,622,14.5,99.4,79.5,89.8,42,13,30,54.4,5.6,135.5,73.8
13,Camino,Sierra Foothill,8/1/2021,213,0.32,0,673,13.3,104.4,76.8,89.2,43,16,28,52.1,4.8,115.4,73.6
15,Stratford,San Joaquin Valley,7/1/2021,182,0.32,0,718,15.5,102.8,67.3,85.7,65,19,37,56.4,5.2,126,74.4
15,Stratford,San Joaquin Valley,7/2/2021,183,0.32,0,720,16,102.4,68.5,85.6,67,19,38,57.2,5.6,133.5,74.4
15,Stratford,San Joaquin Valley,7/3/2021,184,0.3,0,679,15.1,102.3,68.3,85.2,64,19,37,55.7,4.7,113.8,74.6
15,Stratford,San Joaquin Valley,7/4/2021,185,0.32,0,741,12.2,103.6,66.1,84.4,60,7,30,49.8,4.9,117.2,74.5
