Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),Precip (in),Sol Rad (Ly/day),Avg Vap Pres (mBars),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),Dew Point (F),Avg Wind Speed (mph),Wind Run (miles),Avg Soil Temp (F)
7,Firebaugh/Telles,San Joaquin Valley,1/8/2025,008,,0,55,7.8,58.8,33,45.8,97,51,75,38.2,2.2,51.9,46.5
7,Firebaugh/Telles,San Joaquin Valley,1/9/2025,009,,0,61,7.2,61.9,32.7,45.9,87,45,68,36,2.2,53,44.5
7,Firebaugh/Telles,San Joaquin Valley,1/10/2025,010,,0,62,7.5,64.8,32.1,47.3,90,45,67,37.1,2.7,65.8,43.9
7,Firebaugh/Telles,San Joaquin Valley,1/11/2025,011,,0,68,6.5,62.8,37.3,51,87,29,51,33.4,4.6,111,44.3
7,Firebaugh/Telles,San Joaquin Valley,1/12/2025,012,,0,69,5.5,58.1,33.5,45.3,68,34,53,29.3,3.1,75.4,43.2
7,Firebaugh/Telles,San Joaquin Valley,1/13/2025,013,,0,70,5.9,58,29.2,43.3,87,37,62,31.1,2.9,69.7,42
7,Firebaugh/Telles,San Joaquin Valley,1/14/2025,014,,0,71,5.8,59.8,28.6,44.4,79,37,58,30.6,2.3,56.2,41.5
7,Firebaugh/Telles,San Joaquin Valley,1/15/2025,015,,0,73,6,62.5,28.8,44.9,86,35,60,31.7,2.1,51.5,41.2
7,Firebaugh/Telles,San Joaquin Valley,1/16/2025,016,,0,76,6.6,63.6,31,46.5,85,38,61,33.8,2.4,57,41.2
7,Firebaugh/Telles,San Joaquin Valley,1/17/2025,017,,0,23,7.6,63.5,40.3,51.6,80,40,58,37.3,1.9,45.9,42.3
7,Firebaugh/Telles,San Joaquin Valley,1/18/2025,018,,0,74,7.7,57.7,30.5,44.4,91,57,77,37.8,2.1,51,41.7
7,Firebaugh/Telles,San Joaquin Valley,1/19/2025,019,,0,78,7.4,59.6,28.9,44,92,52,76,36.8,2.3,54.8,41.3
7,Firebaugh/Telles,San Joaquin Valley,1/20/2025,020,,0,81,6.6,57.6,29.9,42.6,92,51,71,34,2.9,68.7,41.2
7,Firebaugh/Telles,San Joaquin Valley,1/21/2025,021,,0,83,5.9,61.4,28.3,43.9,77,42,61,31.2,2.3,56.1,40.5
7,Firebaugh/Telles,San Joaquin Valley,1/22/2025,022,,0,88,5.6,61.8,31.8,46.2,78,33,53,30,2.5,59.2,40.9
7,Firebaugh/Telles,San Joaquin Valley,1/23/2025,023,,0,98,6,63.9,29.9,45.4,85,36,58,31.7,2,48.2,40.7
7,Firebaugh/Telles,San Joaquin Valley,1/24/2025,024,,0,117,6.6,63.9,30.6,46.5,80,40,62,34.1,2.1,49.6,41
7,Firebaugh/Telles,San Joaquin Valley,1/25/2025,025,,0.06,115,8.1,59.9,37.5,47.1,95,43,74,39.1,3.4,82.2,42.7
7,Firebaugh/Telles,San Joaquin Valley,1/26/2025,026,,0.17,122,9.2,54.7,38.4,46,97,67,87,42.3,3.1,73.9,44.8
7,Firebaugh/Telles,San Joaquin Valley,1/27/2025,027,,0,106,6.5,56.1,32.4,43,90,43,69,33.4,2.2,52.1,43.4
7,Firebaugh/Telles,San Joaquin Valley,1/28/2025,028,,0,110,6.6,58.7,30.5,42.6,92,41,71,33.8,2.3,56.3,41.5
7,Firebaugh/Telles,San Joaquin Valley,1/29/2025,029,,0,112,7.1,58.2,30.1,43.9,93,48,73,35.8,2.4,57.6,41.2
7,Firebaugh/Telles,San Joaquin Valley,1/30/2025,030,,0,119,8.1,58,33.4,45,93,57,79,38.9,2.3,54.6,41.5
7,Firebaugh/Telles,San Joaquin Valley,1/31/2025,031,,0.02,116,9.5,57.7,38.9,48.2,92,61,82,43.1,2,48.5,43.2
12,Durham,Sacramento Valley,1/1/2025,001,0,0,44,9.5,51.2,38.8,46,99,78,90,43.2,1.3,31.4,49.8
12,Durham,Sacramento Valley,1/2/2025,002,0.03,0,123,10.1,56,44.9,49.4,99,69,84,44.8,3,71.6,50.3
12,Durham,Sacramento Valley,1/3/2025,003,0.02,0.39,107,11.3,57.3,45.8,51.1,99,67,89,47.9,4.9,116.4,50.8
12,Durham,Sacramento Valley,1/4/2025,004,0.05,0,222,9.2,58.5,40,49,94,50,77,42.3,2.2,52.2,50.3
12,Durham,Sacramento Valley,1/5/2025,005,0.05,0,220,9.8,62.5,41.2,49.3,99,53,82,43.9,2.3,54.2,50.3
12,Durham,Sacramento Valley,1/6/2025,006,0.06,0,240,10,63.1,40.9,52.1,99,56,75,44.5,4.5,107.3,50.2
12,Durham,Sacramento Valley,1/7/2025,007,0.08,0,235,6.9,64.4,37.2,52.2,85,32,52,35,4.9,116.7,50.1
12,Durham,Sacramento Valley,1/8/2025,008,0.08,0,255,6.6,68.7,39.1,50.7,89,21,52,33.7,4,97.1,49.2
12,Durham,Sacramento Valley,1/9/2025,009,0.08,0,257,6.8,70.8,37.3,52.4,92,25,51,34.7,4.3,103.6,48.6
12,Durham,Sacramento Valley,1/10/2025,010,0.06,0,240,8.4,62.1,41.2,50.2,90,49,68,40.1,2.7,65.1,48.6
12,Durham,Sacramento Valley,1/11/2025,011,0.11,0,263,5.2,62.8,42,52.7,86,21,38,28,7.8,187.2,48.5
12,Durham,Sacramento Valley,1/12/2025,012,0.08,0,259,5.2,62.8,36.6,47.9,77,27,46,28.2,4,96.8,47.8
12,Durham,Sacramento Valley,1/13/2025,013,0.1,0,249,4.9,60.8,37,49.3,64,26,41,26.8,5.1,121.7,47.2
12,Durham,Sacramento Valley,1/14/2025,014,0.06,0,243,6.8,64.5,30.4,45.6,91,33,65,34.5,2.2,53.9,46.7
12,Durham,Sacramento Valley,1/15/2025,015,0.06,0,244,6.8,61.6,31.2,43.9,98,37,70,34.8,1.6,37.6,46.5
12,Durham,Sacramento Valley,1/16/2025,016,0.06,0,244,7.4,64.9,31.6,44.3,97,34,75,36.7,2.1,50.7,46.2
12,Durham,Sacramento Valley,1/17/2025,017,0.06,0,252,6.4,60.5,30,42.6,99,36,69,33.3,1.7,39.6,46
12,Durham,Sacramento Valley,1/18/2025,018,0.05,0,257,7.3,56,29.3,40.9,98,58,83,36.3,2,47.1,45.4
12,Durham,Sacramento Valley,1/19/2025,019,0.06,0,255,6.8,60.7,29.1,41.6,99,42,76,34.7,2.3,54.1,44.9
12,Durham,Sacramento Valley,1/20/2025,020,0.09,0,269,4.4,62.8,34,47.7,73,18,39,23.8,4.8,115.8,44.8
12,Durham,Sacramento Valley,1/21/2025,021,0.06,0,252,5.3,60.8,29.4,42.1,89,31,58,28.5,2,47.6,44.5
12,Durham,Sacramento Valley,1/22/2025,022,0.08,0,261,5.1,70.3,28.3,49.4,90,15,42,27.5,4,95.1,44.3
12,Durham,Sacramento Valley,1/23/2025,023,0.06,0,258,6.9,62.7,28.3,44.3,95,38,70,35,1.9,46.1,44.9
12,Durham,Sacramento Valley,1/24/2025,024,0.06,0,228,7.1,63.9,32.6,44.3,94,38,71,35.6,2,48.7,45.1
12,Durham,Sacramento Valley,1/25/2025,025,0.11,0,222,4,59.4,33.4,49,91,21,34,21.8,5.9,141.9,45.3
12,Durham,Sacramento Valley,1/26/2025,026,0.1,0,259,3.5,58.9,31.9,46.8,53,20,32,18.4,5.1,123.5,45.2
12,Durham,Sacramento Valley,1/27/2025,027,0.11,0,263,3.9,64.4,36.8,48.5,70,19,34,21.4,5.5,132.2,45
12,Durham,Sacramento Valley,1/28/2025,028,0.05,0,326,6.2,57.2,30.8,46,92,41,59,32.5,2,48.8,44.7
12,Durham,Sacramento Valley,1/29/2025,029,0.05,0,231,6.9,55.8,28.1,39.9,96,56,82,34.9,2,47.3,44.4
12,Durham,Sacramento Valley,1/30/2025,030,0.05,0,235,7.3,56.5,28.9,41.1,99,56,83,36.5,1.8,42.7,44.2
12,Durham,Sacramento Valley,1/31/2025,031,0,0.3,24,10,48.5,41.2,46.6,99,79,93,44.6,4.2,100.8,45.1
13,Camino,Sierra Foothill,1/1/2025,001,0.03,0.01,76,6.5,53.6,39.5,47.1,74,45,59,33.7,3.7,88.6,47.9
13,Camino,Sierra Foothill,1/2/2025,002,0.05,0.01,218,10.1,65.6,47.5,53.4,90,49,72,44.8,3.9,93.7,48.8
13,Camino,Sierra Foothill,1/3/2025,003,0.01,0,17,8.7,56.1,40.5,46.7,99,46,80,40.9,7.3,175.8,49
13,Camino,Sierra Foothill,1/4/2025,004,0.05,0.01,245,7.4,49.4,34.9,42.2,99,56,81,36.9,4.7,113.2,47.9
13,Camino,Sierra Foothill,1/5/2025,005,0.06,0,248,7.6,56.1,39.2,46.6,89,51,70,37.5,4.2,100,47.6
13,Camino,Sierra Foothill,1/6/2025,006,0.06,0.01,245,8.2,56.3,41.3,48.2,95,43,71,39.3,4.8,115.5,47.8
13,Camino,Sierra Foothill,1/7/2025,007,0.08,0,263,3.9,60.2,42.7,50.2,43,23,32,21.4,4.5,107.2,47.5
13,Camino,Sierra Foothill,1/8/2025,008,0.09,0.01,260,5,60.1,43.3,50.8,80,11,40,27.1,5.2,125.7,46.9
13,Camino,Sierra Foothill,1/9/2025,009,0.1,0,268,3.3,68.5,44.1,57.7,41,12,20,16.9,5.2,125.7,47
13,Camino,Sierra Foothill,1/10/2025,010,0.09,1.68,248,4.9,65.1,40.6,51,61,23,39,26.7,4.9,118.1,47.3
13,Camino,Sierra Foothill,1/11/2025,011,0.09,0,275,3.4,60.8,39.5,49.4,57,14,28,18,5.6,134.3,46.9
13,Camino,Sierra Foothill,1/12/2025,012,0.08,0,272,3.6,52.8,36.8,45.1,50,25,36,19.5,4.9,118.3,46.1
13,Camino,Sierra Foothill,1/13/2025,013,0.09,0,261,3.3,56.3,40,46.6,47,21,31,17.4,5.6,133.8,45.6
13,Camino,Sierra Foothill,1/14/2025,014,0.06,0,270,4.7,56.8,38.2,46.4,56,36,44,25.8,2.7,65.1,45.6
13,Camino,Sierra Foothill,1/15/2025,015,0.07,0,277,5.1,60,42,49.9,50,27,42,27.6,3.7,88.2,45.7
13,Camino,Sierra Foothill,1/16/2025,016,0.08,0,280,4.4,60.9,40.4,48.2,52,21,38,24,5.7,136.3,45.8
13,Camino,Sierra Foothill,1/17/2025,017,0.08,0,278,4,56,38.2,45.2,58,24,39,21.9,5.2,123.6,45.7
13,Camino,Sierra Foothill,1/18/2025,018,0.07,0,290,5,56,36.3,45.2,68,33,49,27.1,4.4,105.9,45.5
13,Camino,Sierra Foothill,1/19/2025,019,0.07,0,287,5.3,54.1,37.1,44.3,70,39,53,28.3,4.4,105.3,45.5
13,Camino,Sierra Foothill,1/20/2025,020,0.09,0,303,2.7,58.9,40.1,48.7,37,12,23,12.8,4.9,118.4,45.3
13,Camino,Sierra Foothill,1/21/2025,021,0.07,0,302,3.6,56.2,35.8,45.5,52,23,35,19.3,4.4,106.3,44.9
13,Camino,Sierra Foothill,1/22/2025,022,0.09,0,299,3.6,63.1,39.7,51.5,46,11,28,19.4,4.9,116.6,45.1
13,Camino,Sierra Foothill,1/23/2025,023,0.1,0,300,3.1,66.7,46.1,55.1,41,10,21,16,4.7,112.8,45.8
13,Camino,Sierra Foothill,1/24/2025,024,0.09,0,243,3.7,61.1,42.1,50,43,15,30,19.7,4.9,116.5,46.2
13,Camino,Sierra Foothill,1/25/2025,025,0.05,0.06,143,4.6,49.6,35.8,42.3,76,33,50,25.2,4.9,117.5,46
13,Camino,Sierra Foothill,1/26/2025,026,0.08,0,268,3.7,51.7,33.5,41.9,71,26,41,19.9,6.1,145.7,45.2
13,Camino,Sierra Foothill,1/27/2025,027,0.09,0,308,3.7,58.2,39.1,46.9,53,23,34,20,5.2,123.8,44.8
13,Camino,Sierra Foothill,1/28/2025,028,0.07,0,316,4.1,51.8,34.8,42.5,64,33,45,22.4,3.7,89.9,44.8
13,Camino,Sierra Foothill,1/29/2025,029,0.07,0,310,6,51.1,33.1,42.2,77,53,65,31.4,3.8,91.4,44.7
13,Camino,Sierra Foothill,1/30/2025,030,0.07,0,318,6.3,53.5,34.3,42.5,85,49,68,32.6,4.3,103.7,44.9
13,Camino,Sierra Foothill,1/31/2025,031,0.01,0.68,39,8.1,47.7,38.1,43.2,97,67,85,39.2,5.5,131.1,45.2
15,Stratford,San Joaquin Valley,1/1/2025,001,0.05,0,223,8.5,60.7,32.7,45.8,97,57,81,40.2,2.9,69.1,53.4
15,Stratford,San Joaquin Valley,1/2/2025,002,0.06,0,251,8.8,63.1,34.3,46.3,98,57,82,41.1,2.4,58,53
15,Stratford,San Joaquin Valley,1/3/2025,003,0.04,0,167,10.9,67.3,40.7,50.8,98,52,86,46.8,5.2,124.2,53
15,Stratford,San Joaquin Valley,1/4/2025,004,0.06,0,235,9.2,59.7,37.2,47.1,98,58,83,42.3,5.2,125,53.2
15,Stratford,San Joaquin Valley,1/5/2025,005,0.06,0,243,8.8,58.6,34.8,45.5,99,64,85,41.3,3.3,80.2,52.8
15,Stratford,San Joaquin Valley,1/6/2025,006,0.05,0,244,9.2,59.1,31.7,45.7,100,67,88,42.3,3,72.5,52.4
15,Stratford,San Joaquin Valley,1/7/2025,007,0.06,0,260,10.5,59.4,43.2,51,93,64,83,45.8,5.2,123.9,52.8
15,Stratford,San Joaquin Valley,1/8/2025,008,0.05,0,185,7.8,63.6,33.7,45.6,100,41,75,38.1,3.1,73.4,52.7
15,Stratford,San Joaquin Valley,1/9/2025,009,0.06,0,269,7.3,62.1,29.2,43.9,92,50,75,36.6,2.8,66.7,51.8
